heaviest queen weight,row location of heaviest queen,col location of heaviest queen,lightest queen weight,row location of lightest queen,col location of lightest queen,initial conflicts,n,average value including 0,lightest in conflict,heaviest in conflict,average in conflict,smallest d in conflict,smallest row d in conflict,smallest d in conflict,largest d in conflict,largest row d in conflict,largest d in conflict,average d in conflict
7,1,2,1,3,0,5,5,0.76,1,7,4.2,1.414213562,-1,-1,2.828427125,-2,-2,2.2627417
7,3,2,1,2,0,0,5,0.76,0,0,0,0,0,0,0,0,0,0
7,1,2,1,4,0,3,5,0.92,3,7,5.666666667,1.414213562,-1,-1,1.414213562,-1,-1,1.414213562
7,1,2,1,0,0,0,5,0.92,0,0,0,0,0,0,0,0,0,0
6,0,0,2,1,3,9,5,0.88,2,6,4,1.414213562,-1,1,5.656854249,-4,-4,2.514157444
6,0,0,2,4,3,0,5,0.88,0,0,0,0,0,0,0,0,0,0
8,2,1,1,1,3,3,5,0.76,1,8,4,1.414213562,-1,-1,1.414213562,-1,-1,1.414213562
8,2,1,1,3,3,0,5,0.76,0,0,0,0,0,0,0,0,0,0
8,0,2,1,1,3,4,5,0.96,1,7,5,1.414213562,-1,-1,2.828427125,-2,-2,1.767766953
8,1,2,1,3,3,0,5,0.96,0,0,0,0,0,0,0,0,0,0
8,4,4,2,1,3,9,5,1.12,2,8,6.111111111,1.414213562,-1,1,5.656854249,-4,-4,2.514157444
8,4,4,2,2,3,0,5,1.12,0,0,0,0,0,0,0,0,0,0
7,1,1,1,4,4,9,5,0.6,1,7,3,1.414213562,-1,1,4.242640687,-3,-3,2.199887764
7,4,1,1,0,4,0,5,0.6,0,0,0,0,0,0,0,0,0,0
8,0,3,4,1,2,7,5,1.24,4,8,6,1.414213562,-1,1,4.242640687,-3,3,2.626396616
8,0,3,4,2,2,0,5,1.24,0,0,0,0,0,0,0,0,0,0
8,2,1,1,0,0,5,5,1,3,7,5.8,1.414213562,-1,-1,2.828427125,-2,2,2.2627417
8,0,1,1,3,0,0,5,1,0,0,0,0,0,0,0,0,0,0
8,4,3,3,1,4,3,5,0.96,3,8,4.666666667,1.414213562,-1,-1,2.828427125,-2,2,2.357022604
8,4,3,3,1,4,0,5,0.96,0,0,0,0,0,0,0,0,0,0
7,2,4,1,3,1,6,5,0.6,1,7,3.666666667,1.414213562,-1,-1,2.828427125,-2,2,2.357022604
7,3,4,1,2,1,0,5,0.6,0,0,0,0,0,0,0,0,0,0
8,0,1,3,1,2,3,5,0.96,3,3,3,1.414213562,-1,-1,1.414213562,-1,-1,1.414213562
8,2,1,3,0,2,0,5,0.96,0,0,0,0,0,0,0,0,0,0
8,4,4,5,2,1,12,5,1.28,5,7,6,1.414213562,-1,1,4.242640687,-3,3,2.357022604
8,2,4,5,1,1,0,5,1.28,0,0,0,0,0,0,0,0,0,0
6,2,0,1,4,2,4,5,0.64,1,3,2,1.414213562,-1,-1,2.828427125,-2,-2,1.767766953
6,3,0,1,2,2,0,5,0.64,0,0,0,0,0,0,0,0,0,0
8,2,0,1,0,4,6,5,1.08,2,8,7,1.414213562,-1,1,2.828427125,-2,-2,1.885618083
8,1,2,1,0,4,0,5,1.08,0,0,0,0,0,0,0,0,0,0
6,4,1,1,3,0,4,5,0.64,3,6,3.75,1.414213562,-1,-1,2.828427125,-2,-2,1.767766953
6,2,1,1,4,0,0,5,0.64,0,0,0,0,0,0,0,0,0,0
7,3,2,2,0,4,6,5,0.8,4,7,5.166666667,1.414213562,-1,-1,4.242640687,-3,-3,2.357022604
7,2,2,2,1,4,0,5,0.8,0,0,0,0,0,0,0,0,0,0
7,0,2,2,3,4,3,5,1.08,2,7,5,1.414213562,-1,-1,2.828427125,-2,2,2.357022604
7,0,2,2,4,4,0,5,1.08,0,0,0,0,0,0,0,0,0,0
8,3,4,1,2,3,3,5,0.88,4,8,5.666666667,1.414213562,-1,1,1.414213562,-1,1,1.414213562
8,0,4,1,2,3,0,5,0.88,0,0,0,0,0,0,0,0,0,0
8,2,3,1,4,1,6,5,1.2,1,8,5.5,1.414213562,-1,-1,2.828427125,-2,2,2.357022604
8,2,3,1,1,1,0,5,1.2,0,0,0,0,0,0,0,0,0,0
7,1,4,3,0,1,3,5,0.84,3,5,4.333333333,1.414213562,-1,1,2.828427125,-2,-2,1.885618083
7,1,4,3,0,1,0,5,0.84,0,0,0,0,0,0,0,0,0,0
8,1,3,3,3,1,9,5,1.08,3,8,4.888888889,1.414213562,-1,1,5.656854249,-4,-4,2.514157444
8,1,3,3,2,1,0,5,1.08,0,0,0,0,0,0,0,0,0,0
8,1,1,2,4,4,5,5,1,2,7,3.8,1.414213562,-1,-1,4.242640687,-3,3,3.39411255
8,1,1,2,2,4,0,5,1,0,0,0,0,0,0,0,0,0,0
8,1,4,2,0,2,3,5,1.24,2,8,6,1.414213562,-1,-1,2.828427125,-2,2,2.357022604
8,0,4,2,1,2,0,5,1.24,0,0,0,0,0,0,0,0,0,0
8,1,2,1,4,3,7,5,0.92,1,8,4.714285714,1.414213562,-1,1,2.828427125,-2,2,2.020305089
8,4,2,1,2,3,0,5,0.92,0,0,0,0,0,0,0,0,0,0
6,3,2,1,1,1,0,5,0.68,0,0,0,0,0,0,0,0,0,0
6,3,2,1,1,1,0,5,0.68,0,0,0,0,0,0,0,0,0,0
8,1,1,1,4,0,9,5,1.04,1,7,4.777777778,1.414213562,-1,-1,5.656854249,-4,4,3.142696805
8,1,1,1,3,0,0,5,1.04,0,0,0,0,0,0,0,0,0,0
4,0,1,1,1,3,0,5,0.48,0,0,0,0,0,0,0,0,0,0
4,0,1,1,1,3,0,5,0.48,0,0,0,0,0,0,0,0,0,0
7,0,0,1,1,3,9,5,0.72,1,6,2.555555556,1.414213562,-1,1,5.656854249,-4,-4,2.514157444
7,1,0,1,0,2,0,5,0.72,0,0,0,0,0,0,0,0,0,0
6,1,0,2,3,1,0,5,0.76,0,0,0,0,0,0,0,0,0,0
6,1,0,2,3,1,0,5,0.76,0,0,0,0,0,0,0,0,0,0
8,3,2,2,0,0,3,5,0.76,2,8,5,1.414213562,-1,-1,1.414213562,-1,-1,1.414213562
8,1,2,2,0,0,0,5,0.76,0,0,0,0,0,0,0,0,0,0
7,1,2,3,2,1,7,5,0.92,3,7,5,1.414213562,-1,1,2.828427125,-2,2,2.020305089
7,3,2,3,1,1,0,5,0.92,0,0,0,0,0,0,0,0,0,0
7,1,3,2,0,4,4,5,1,2,7,4.5,1.414213562,-1,1,1.414213562,-1,1,1.414213562
7,1,3,2,4,4,0,5,1,0,0,0,0,0,0,0,0,0,0
7,3,4,1,1,2,6,5,0.76,1,7,4.5,1.414213562,-1,1,2.828427125,-2,-2,1.885618083
7,3,4,1,4,2,0,5,0.76,0,0,0,0,0,0,0,0,0,0
8,0,1,1,1,2,6,5,0.92,1,6,3.166666667,1.414213562,-1,-1,4.242640687,-3,-3,2.357022604
8,1,1,1,3,2,0,5,0.92,0,0,0,0,0,0,0,0,0,0
8,3,4,2,2,2,5,5,1.24,2,8,5.2,1.414213562,-1,-1,2.828427125,-2,-2,1.697056275
8,3,4,2,4,2,0,5,1.24,0,0,0,0,0,0,0,0,0,0
7,2,0,2,1,2,3,5,0.76,2,3,2.333333333,1.414213562,-1,1,2.828427125,-2,-2,1.885618083
7,1,0,2,2,2,0,5,0.76,0,0,0,0,0,0,0,0,0,0
8,0,2,5,1,4,4,5,1.28,5,8,6.25,2.828427125,-2,2,4.242640687,-3,3,3.535533906
8,1,2,5,0,4,0,5,1.28,0,0,0,0,0,0,0,0,0,0
8,0,3,2,3,2,5,5,1.2,2,8,4.8,1.414213562,-1,-1,2.828427125,-2,2,2.2627417
8,1,3,2,3,2,0,5,1.2,0,0,0,0,0,0,0,0,0,0
8,3,3,3,0,2,0,5,1.12,0,0,0,0,0,0,0,0,0,0
8,3,3,3,0,2,0,5,1.12,0,0,0,0,0,0,0,0,0,0
8,2,0,2,0,1,3,5,0.92,3,7,5.666666667,1.414213562,-1,1,2.828427125,-2,-2,1.885618083
8,4,0,2,2,1,0,5,0.92,0,0,0,0,0,0,0,0,0,0
8,1,3,1,4,2,4,5,0.96,2,8,5.75,1.414213562,-1,1,1.414213562,-1,1,1.414213562
8,2,3,1,4,2,0,5,0.96,0,0,0,0,0,0,0,0,0,0
8,2,2,3,0,1,0,5,0.92,0,0,0,0,0,0,0,0,0,0
8,2,2,3,0,1,0,5,0.92,0,0,0,0,0,0,0,0,0,0
6,2,4,2,1,0,3,5,0.76,2,6,4.666666667,1.414213562,-1,1,2.828427125,-2,-2,1.885618083
6,0,4,2,2,0,0,5,0.76,0,0,0,0,0,0,0,0,0,0
8,4,1,3,1,2,5,5,0.96,3,8,4.4,1.414213562,-1,-1,2.828427125,-2,-2,2.2627417
8,4,1,3,2,2,0,5,0.96,0,0,0,0,0,0,0,0,0,0
8,1,1,3,0,4,4,5,1,3,6,4.25,1.414213562,-1,1,5.656854249,-4,4,3.535533906
8,1,1,3,0,3,0,5,1,0,0,0,0,0,0,0,0,0,0
6,2,3,2,1,4,7,5,0.8,2,6,4,1.414213562,-1,1,2.828427125,-2,-2,2.020305089
6,1,3,2,4,4,0,5,0.8,0,0,0,0,0,0,0,0,0,0
7,0,1,2,1,4,3,5,0.72,3,4,3.333333333,1.414213562,-1,1,2.828427125,-2,-2,1.885618083
7,1,1,2,0,4,0,5,0.72,0,0,0,0,0,0,0,0,0,0
8,4,0,1,3,2,4,5,0.88,1,8,4.75,1.414213562,-1,1,5.656854249,-4,4,3.535533906
8,3,0,1,4,2,0,5,0.88,0,0,0,0,0,0,0,0,0,0
6,4,0,1,1,2,6,5,0.72,1,5,3.333333333,1.414213562,-1,-1,4.242640687,-3,-3,2.357022604
6,4,0,1,3,2,0,5,0.72,0,0,0,0,0,0,0,0,0,0
8,2,1,1,3,3,5,5,1.04,1,8,4.4,1.414213562,-1,1,5.656854249,-4,-4,2.828427125
8,3,1,1,4,3,0,5,1.04,0,0,0,0,0,0,0,0,0,0
8,3,1,1,0,4,7,5,0.8,1,8,4.428571429,1.414213562,-1,1,4.242640687,-3,3,3.030457634
8,3,1,1,2,4,0,5,0.8,0,0,0,0,0,0,0,0,0,0
8,2,2,1,0,1,0,5,0.92,0,0,0,0,0,0,0,0,0,0
8,2,2,1,0,1,0,5,0.92,0,0,0,0,0,0,0,0,0,0
7,0,4,1,1,3,9,5,0.72,1,7,4,1.414213562,-1,1,4.242640687,-3,3,2.514157444
7,0,4,1,1,2,0,5,0.72,0,0,0,0,0,0,0,0,0,0
8,2,4,3,0,0,9,5,0.88,3,8,4.444444444,1.414213562,-1,-1,4.242640687,-3,-3,2.199887764
8,0,4,3,2,3,0,5,0.88,0,0,0,0,0,0,0,0,0,0
5,0,1,3,1,4,3,5,0.8,3,4,3.666666667,1.414213562,-1,1,2.828427125,-2,-2,1.885618083
5,1,1,3,0,4,0,5,0.8,0,0,0,0,0,0,0,0,0,0
6,1,0,2,2,3,0,5,0.76,0,0,0,0,0,0,0,0,0,0
6,1,0,2,2,3,0,5,0.76,0,0,0,0,0,0,0,0,0,0
8,2,2,4,3,3,3,5,1.08,4,8,5.666666667,1.414213562,-1,-1,2.828427125,-2,2,2.357022604
8,2,2,4,4,3,0,5,1.08,0,0,0,0,0,0,0,0,0,0
6,0,4,1,1,1,9,5,0.68,1,6,4.111111111,1.414213562,-1,-1,5.656854249,-4,4,3.142696805
6,1,4,1,2,1,0,5,0.68,0,0,0,0,0,0,0,0,0,0
8,3,4,4,1,1,3,5,1.28,4,8,6,1.414213562,-1,1,1.414213562,-1,1,1.414213562
8,1,4,4,2,1,0,5,1.28,0,0,0,0,0,0,0,0,0,0
6,2,1,1,1,2,7,5,0.64,1,6,3.285714286,1.414213562,-1,1,2.828427125,-2,2,2.020305089
6,0,1,1,2,2,0,5,0.64,0,0,0,0,0,0,0,0,0,0
5,1,0,1,4,3,5,5,0.6,1,4,2,1.414213562,-1,-1,4.242640687,-3,-3,2.2627417
5,4,0,1,3,3,0,5,0.6,0,0,0,0,0,0,0,0,0,0
4,3,4,1,1,2,5,5,0.52,1,4,3.4,1.414213562,-1,-1,4.242640687,-3,-3,2.2627417
4,1,4,1,2,2,0,5,0.52,0,0,0,0,0,0,0,0,0,0
8,0,1,5,4,0,3,5,1.32,5,8,6.333333333,1.414213562,-1,-1,4.242640687,-3,3,3.299831646
8,0,1,5,2,0,0,5,1.32,0,0,0,0,0,0,0,0,0,0
6,0,4,1,2,3,7,5,0.64,1,6,3,1.414213562,-1,-1,5.656854249,-4,4,3.434518651
6,0,4,1,3,3,0,5,0.64,0,0,0,0,0,0,0,0,0,0
8,3,0,5,1,2,5,5,1.4,5,8,6.4,1.414213562,-1,-1,2.828427125,-2,-2,2.2627417
8,2,0,5,3,2,0,5,1.4,0,0,0,0,0,0,0,0,0,0
6,1,4,1,2,2,3,5,0.8,1,6,2.666666667,1.414213562,-1,1,2.828427125,-2,-2,1.885618083
6,2,4,1,1,2,0,5,0.8,0,0,0,0,0,0,0,0,0,0
8,3,0,4,0,2,3,5,1.28,5,8,6.666666667,1.414213562,-1,-1,1.414213562,-1,-1,1.414213562
8,1,0,4,0,2,0,5,1.28,0,0,0,0,0,0,0,0,0,0
8,2,0,1,3,2,3,5,1,3,8,6.333333333,1.414213562,-1,1,1.414213562,-1,1,1.414213562
8,2,3,1,4,2,0,5,1,0,0,0,0,0,0,0,0,0,0
8,0,3,5,2,4,3,5,1.32,5,6,5.666666667,1.414213562,-1,-1,2.828427125,-2,2,2.357022604
8,0,3,5,3,4,0,5,1.32,0,0,0,0,0,0,0,0,0,0
7,4,4,1,0,0,2,5,0.64,1,7,4,1.414213562,-1,-1,5.656854249,-4,-4,3.535533906
7,4,4,1,1,0,0,5,0.64,0,0,0,0,0,0,0,0,0,0
8,2,3,2,4,0,6,5,0.92,3,8,5,1.414213562,-1,-1,4.242640687,-3,-3,2.357022604
8,2,3,2,1,0,0,5,0.92,0,0,0,0,0,0,0,0,0,0
8,0,1,3,4,2,3,5,1.2,3,4,3.333333333,1.414213562,-1,1,2.828427125,-2,-2,1.885618083
8,0,1,3,2,2,0,5,1.2,0,0,0,0,0,0,0,0,0,0
8,0,3,4,2,0,4,5,1.2,5,8,5.75,1.414213562,-1,-1,2.828427125,-2,-2,1.767766953
8,1,4,4,3,0,0,5,1.2,0,0,0,0,0,0,0,0,0,0
7,2,1,3,0,0,2,5,1.04,6,7,6.5,1.414213562,-1,-1,5.656854249,-4,-4,3.535533906
7,0,1,3,1,3,0,5,1.04,0,0,0,0,0,0,0,0,0,0
8,4,2,1,2,0,6,5,0.96,1,8,4.666666667,1.414213562,-1,1,2.828427125,-2,-2,1.885618083
8,4,2,1,3,0,0,5,0.96,0,0,0,0,0,0,0,0,0,0
8,2,0,1,1,2,2,5,0.96,1,7,4,1.414213562,-1,-1,1.414213562,-1,-1,1.414213562
8,2,0,1,1,3,0,5,0.96,0,0,0,0,0,0,0,0,0,0
6,3,2,3,1,3,0,5,0.88,0,0,0,0,0,0,0,0,0,0
6,3,2,3,1,3,0,5,0.88,0,0,0,0,0,0,0,0,0,0
7,2,1,2,3,0,7,5,0.92,2,7,4.142857143,1.414213562,-1,1,2.828427125,-2,2,2.020305089
7,0,1,2,3,0,0,5,0.92,0,0,0,0,0,0,0,0,0,0
7,3,4,1,0,3,3,5,0.68,1,6,2.666666667,1.414213562,-1,-1,2.828427125,-2,2,2.357022604
7,2,4,1,0,3,0,5,0.68,0,0,0,0,0,0,0,0,0,0
8,1,1,1,0,3,4,5,0.72,1,5,2.5,2.828427125,-2,2,4.242640687,-3,3,3.535533906
8,1,1,1,0,3,0,5,0.72,0,0,0,0,0,0,0,0,0,0
6,2,1,1,3,4,0,5,0.68,0,0,0,0,0,0,0,0,0,0
6,2,1,1,3,4,0,5,0.68,0,0,0,0,0,0,0,0,0,0
7,2,1,1,0,2,5,5,0.76,2,7,3.4,1.414213562,-1,-1,4.242640687,-3,-3,2.2627417
7,4,1,1,2,2,0,5,0.76,0,0,0,0,0,0,0,0,0,0
8,2,4,1,1,1,3,5,0.96,1,8,4.333333333,1.414213562,-1,1,2.828427125,-2,-2,1.885618083
8,2,4,1,3,1,0,5,0.96,0,0,0,0,0,0,0,0,0,0
8,0,0,1,1,2,5,5,0.84,1,5,3.4,1.414213562,-1,1,5.656854249,-4,-4,2.828427125
8,0,0,1,4,2,0,5,0.84,0,0,0,0,0,0,0,0,0,0
8,2,1,2,1,2,7,5,0.84,2,8,4.571428571,1.414213562,-1,1,2.828427125,-2,2,2.020305089
8,0,1,2,2,2,0,5,0.84,0,0,0,0,0,0,0,0,0,0
8,3,4,3,4,0,3,5,1,3,4,3.666666667,1.414213562,-1,-1,4.242640687,-3,3,3.299831646
8,1,4,3,4,0,0,5,1,0,0,0,0,0,0,0,0,0,0
8,4,1,1,2,2,3,5,0.76,1,5,2.333333333,1.414213562,-1,-1,2.828427125,-2,2,2.357022604
8,4,1,1,1,2,0,5,0.76,0,0,0,0,0,0,0,0,0,0
8,4,2,3,2,4,3,5,0.96,3,8,6.333333333,1.414213562,-1,-1,2.828427125,-2,2,2.357022604
8,2,2,3,3,4,0,5,0.96,0,0,0,0,0,0,0,0,0,0
8,0,3,4,1,2,3,5,1.32,4,8,6.333333333,1.414213562,-1,1,1.414213562,-1,1,1.414213562
8,1,3,4,3,2,0,5,1.32,0,0,0,0,0,0,0,0,0,0
7,4,1,1,0,2,7,5,0.64,2,7,4.428571429,1.414213562,-1,1,4.242640687,-3,3,2.626396616
7,0,1,1,2,2,0,5,0.64,0,0,0,0,0,0,0,0,0,0
7,0,0,3,2,2,5,5,0.96,3,5,4.4,1.414213562,-1,-1,4.242640687,-3,-3,3.39411255
7,2,0,3,1,2,0,5,0.96,0,0,0,0,0,0,0,0,0,0
7,3,0,1,0,1,3,5,0.88,6,7,6.333333333,1.414213562,-1,-1,2.828427125,-2,2,2.357022604
7,0,0,1,3,1,0,5,0.88,0,0,0,0,0,0,0,0,0,0
7,1,0,1,3,4,6,5,0.84,1,7,2.833333333,1.414213562,-1,1,4.242640687,-3,-3,2.357022604
7,3,0,1,1,4,0,5,0.84,0,0,0,0,0,0,0,0,0,0
6,4,2,3,3,3,9,5,0.88,3,6,4.111111111,1.414213562,-1,-1,4.242640687,-3,-3,2.199887764
6,4,2,3,1,3,0,5,0.88,0,0,0,0,0,0,0,0,0,0
8,1,4,2,2,3,4,5,1,2,8,5.25,1.414213562,-1,1,1.414213562,-1,1,1.414213562
8,1,4,2,3,3,0,5,1,0,0,0,0,0,0,0,0,0,0
8,1,4,1,3,3,3,5,0.88,1,2,1.666666667,1.414213562,-1,1,2.828427125,-2,-2,1.885618083
8,2,0,1,1,3,0,5,0.88,0,0,0,0,0,0,0,0,0,0
4,0,0,1,3,2,12,5,0.48,1,3,2,1.414213562,-1,1,4.242640687,-3,3,2.357022604
4,0,0,1,1,2,0,5,0.48,0,0,0,0,0,0,0,0,0,0
5,1,0,2,2,4,5,5,0.72,3,5,3.8,1.414213562,-1,1,4.242640687,-3,-3,2.2627417
5,2,0,2,4,4,0,5,0.72,0,0,0,0,0,0,0,0,0,0
6,0,2,2,1,1,3,5,0.8,2,6,3.666666667,1.414213562,-1,1,2.828427125,-2,-2,1.885618083
6,2,2,2,0,1,0,5,0.8,0,0,0,0,0,0,0,0,0,0
6,2,4,2,0,1,3,5,0.76,3,6,4.666666667,1.414213562,-1,-1,4.242640687,-3,3,3.299831646
6,2,4,2,1,1,0,5,0.76,0,0,0,0,0,0,0,0,0,0
8,0,1,4,1,0,8,5,1.16,4,8,5.75,1.414213562,-1,1,2.828427125,-2,2,1.767766953
8,0,1,4,2,0,0,5,1.16,0,0,0,0,0,0,0,0,0,0
8,0,2,2,2,3,4,5,0.76,2,4,2.75,1.414213562,-1,1,1.414213562,-1,1,1.414213562
8,0,2,2,3,3,0,5,0.76,0,0,0,0,0,0,0,0,0,0
8,3,2,1,1,3,2,5,0.8,1,8,4.5,1.414213562,-1,-1,5.656854249,-4,-4,3.535533906
8,4,2,1,1,3,0,5,0.8,0,0,0,0,0,0,0,0,0,0
5,2,0,1,3,1,3,5,0.68,1,2,1.333333333,1.414213562,-1,-1,4.242640687,-3,3,3.299831646
5,2,0,1,4,1,0,5,0.68,0,0,0,0,0,0,0,0,0,0
8,1,4,1,4,2,3,5,1.04,3,8,4.666666667,1.414213562,-1,1,2.828427125,-2,-2,1.885618083
8,1,4,1,2,2,0,5,1.04,0,0,0,0,0,0,0,0,0,0
8,4,0,2,2,3,4,5,0.92,2,8,5,1.414213562,-1,1,5.656854249,-4,4,3.535533906
8,4,0,2,0,3,0,5,0.92,0,0,0,0,0,0,0,0,0,0
7,1,3,3,4,1,4,5,1.04,3,7,6,1.414213562,-1,-1,2.828427125,-2,-2,1.767766953
7,2,4,3,3,1,0,5,1.04,0,0,0,0,0,0,0,0,0,0
8,0,1,3,1,4,3,5,0.88,3,5,4.333333333,1.414213562,-1,1,2.828427125,-2,-2,1.885618083
8,1,1,3,0,4,0,5,0.88,0,0,0,0,0,0,0,0,0,0
7,3,0,3,1,2,7,5,1.12,3,7,5.428571429,1.414213562,-1,1,2.828427125,-2,2,2.020305089
7,3,0,3,2,2,0,5,1.12,0,0,0,0,0,0,0,0,0,0
4,3,1,1,0,3,4,5,0.52,2,4,2.75,1.414213562,-1,-1,2.828427125,-2,-2,1.767766953
4,1,1,1,2,3,0,5,0.52,0,0,0,0,0,0,0,0,0,0
8,2,3,1,4,1,7,5,1.08,1,8,4.714285714,1.414213562,-1,1,2.828427125,-2,-2,2.020305089
8,2,3,1,3,1,0,5,1.08,0,0,0,0,0,0,0,0,0,0
7,0,0,1,3,2,5,5,0.96,1,7,4.2,1.414213562,-1,-1,5.656854249,-4,-4,2.828427125
7,0,0,1,4,2,0,5,0.96,0,0,0,0,0,0,0,0,0,0
8,2,2,2,3,3,5,5,0.96,2,6,3.8,1.414213562,-1,1,2.828427125,-2,-2,1.697056275
8,2,2,2,4,3,0,5,0.96,0,0,0,0,0,0,0,0,0,0
8,0,2,2,4,0,4,5,0.92,2,5,3.75,1.414213562,-1,1,1.414213562,-1,1,1.414213562
8,0,2,2,1,0,0,5,0.92,0,0,0,0,0,0,0,0,0,0
3,0,4,1,1,1,0,5,0.44,0,0,0,0,0,0,0,0,0,0
3,0,4,1,1,1,0,5,0.44,0,0,0,0,0,0,0,0,0,0
5,2,4,1,4,3,5,5,0.56,1,4,2,1.414213562,-1,1,4.242640687,-3,-3,2.2627417
5,4,4,1,1,3,0,5,0.56,0,0,0,0,0,0,0,0,0,0
7,4,0,1,0,1,7,5,0.84,1,6,4.571428571,1.414213562,-1,1,2.828427125,-2,-2,2.020305089
7,4,0,1,1,1,0,5,0.84,0,0,0,0,0,0,0,0,0,0
8,0,2,3,3,3,0,5,1.16,0,0,0,0,0,0,0,0,0,0
8,0,2,3,3,3,0,5,1.16,0,0,0,0,0,0,0,0,0,0
7,4,0,2,0,1,7,5,0.84,2,6,3.714285714,1.414213562,-1,1,2.828427125,-2,-2,2.020305089
7,4,0,2,2,1,0,5,0.84,0,0,0,0,0,0,0,0,0,0
6,0,4,2,2,0,6,5,0.8,2,6,3.333333333,1.414213562,-1,1,2.828427125,-2,-2,1.885618083
6,0,4,2,3,0,0,5,0.8,0,0,0,0,0,0,0,0,0,0
8,2,1,1,4,3,6,5,0.72,1,8,2.833333333,1.414213562,-1,-1,4.242640687,-3,-3,2.357022604
8,0,1,1,1,3,0,5,0.72,0,0,0,0,0,0,0,0,0,0
8,4,0,3,3,4,7,5,1.16,3,8,5.857142857,1.414213562,-1,1,4.242640687,-3,-3,3.030457634
8,2,0,3,4,4,0,5,1.16,0,0,0,0,0,0,0,0,0,0
8,0,3,1,1,1,3,5,0.92,1,7,3.666666667,1.414213562,-1,1,4.242640687,-3,-3,2.357022604
8,1,3,1,0,1,0,5,0.92,0,0,0,0,0,0,0,0,0,0
8,3,0,1,1,3,3,5,0.6,1,8,3.333333333,1.414213562,-1,-1,1.414213562,-1,-1,1.414213562
8,1,0,1,2,3,0,5,0.6,0,0,0,0,0,0,0,0,0,0
7,0,4,4,2,3,4,5,1.24,4,7,6,1.414213562,-1,1,5.656854249,-4,4,3.535533906
7,1,1,4,0,3,0,5,1.24,0,0,0,0,0,0,0,0,0,0
7,1,1,2,0,2,3,5,0.96,2,7,5,1.414213562,-1,1,2.828427125,-2,-2,1.885618083
7,1,1,2,3,2,0,5,0.96,0,0,0,0,0,0,0,0,0,0
6,2,2,4,0,3,3,5,0.88,4,6,4.666666667,1.414213562,-1,1,2.828427125,-2,-2,1.885618083
6,2,2,4,0,3,0,5,0.88,0,0,0,0,0,0,0,0,0,0
8,1,0,3,0,1,5,5,1.2,3,8,6.4,1.414213562,-1,1,4.242640687,-3,-3,2.2627417
8,1,0,3,3,1,0,5,1.2,0,0,0,0,0,0,0,0,0,0
8,4,1,2,3,2,7,5,1.04,2,8,4.571428571,1.414213562,-1,-1,4.242640687,-3,3,2.626396616
8,4,1,2,1,2,0,5,1.04,0,0,0,0,0,0,0,0,0,0
6,1,2,2,0,4,6,5,0.88,4,6,5,1.414213562,-1,-1,2.828427125,-2,2,2.357022604
6,1,2,2,0,4,0,5,0.88,0,0,0,0,0,0,0,0,0,0
7,1,3,2,2,0,4,5,1.04,3,7,6,1.414213562,-1,1,1.414213562,-1,1,1.414213562
7,0,1,2,2,0,0,5,1.04,0,0,0,0,0,0,0,0,0,0
7,4,4,1,3,1,3,5,0.6,1,2,1.666666667,1.414213562,-1,1,1.414213562,-1,1,1.414213562
7,4,4,1,0,1,0,5,0.6,0,0,0,0,0,0,0,0,0,0
7,0,1,1,3,0,0,5,0.96,0,0,0,0,0,0,0,0,0,0
7,0,1,1,3,0,0,5,0.96,0,0,0,0,0,0,0,0,0,0
7,1,3,2,0,4,20,5,1.12,2,7,5.6,1.414213562,-1,1,5.656854249,-4,4,2.828427125
7,0,3,2,3,4,0,5,1.12,0,0,0,0,0,0,0,0,0,0
8,4,3,2,2,2,0,5,0.88,0,0,0,0,0,0,0,0,0,0
8,4,3,2,2,2,0,5,0.88,0,0,0,0,0,0,0,0,0,0
5,1,1,1,4,0,9,5,0.52,1,3,2.111111111,1.414213562,-1,-1,5.656854249,-4,4,3.142696805
5,1,1,1,3,0,0,5,0.52,0,0,0,0,0,0,0,0,0,0
4,1,0,1,3,4,3,5,0.48,1,3,2,1.414213562,-1,-1,2.828427125,-2,2,2.357022604
4,1,0,1,4,4,0,5,0.48,0,0,0,0,0,0,0,0,0,0
8,1,3,2,2,0,9,5,1.08,4,8,6,1.414213562,-1,1,4.242640687,-3,3,2.514157444
8,2,3,2,3,0,0,5,1.08,0,0,0,0,0,0,0,0,0,0
8,3,0,3,0,3,6,5,1.2,3,8,5.833333333,1.414213562,-1,-1,4.242640687,-3,3,3.299831646
8,3,0,3,4,3,0,5,1.2,0,0,0,0,0,0,0,0,0,0
7,1,4,1,4,0,6,5,0.88,3,7,5.5,1.414213562,-1,-1,2.828427125,-2,2,2.357022604
7,2,4,1,4,0,0,5,0.88,0,0,0,0,0,0,0,0,0,0
8,3,2,1,2,1,2,5,1,5,8,6.5,1.414213562,-1,-1,5.656854249,-4,-4,3.535533906
8,3,2,1,0,1,0,5,1,0,0,0,0,0,0,0,0,0,0
7,0,0,1,4,2,2,5,0.92,2,7,4.5,1.414213562,-1,-1,1.414213562,-1,-1,1.414213562
7,1,1,1,3,2,0,5,0.92,0,0,0,0,0,0,0,0,0,0
7,0,3,2,3,0,4,5,1.12,2,7,5.25,2.828427125,-2,2,4.242640687,-3,3,3.535533906
7,0,3,2,4,0,0,5,1.12,0,0,0,0,0,0,0,0,0,0
6,0,0,2,1,2,6,5,0.56,2,2,2,1.414213562,-1,1,2.828427125,-2,-2,1.885618083
